"","Item_Identifier","Outlet_Identifier","Item_Outlet_Sales"
"9935","FDT19","OUT010",1666.82872917038
"9936","DRF15","OUT017",3064.09172
"9937","DRI51","OUT013",1666.82872917038
"9938","NCX54","OUT013",1666.82872917038
"9939","DRE01","OUT013",1065.11726817213
"9940","NCB07","OUT045",1065.11726817213
"9941","FDU50","OUT035",1065.11726817213
"9942","FDG40","OUT035",1065.11726817213
"9943","FDW10","OUT018",116.801537301587
"9944","FDX51","OUT013",1065.11726817213
"9945","NCP17","OUT045",1065.11726817213
"9946","FDP21","OUT035",1065.11726817213
"9947","FDL04","OUT045",1065.11726817213
"9948","FDV23","OUT013",116.801537301587
"9949","FDF24","OUT046",1065.11726817213
"9950","FDH56","OUT027",1065.11726817213
"9951","FDB51","OUT049",1065.11726817213
"9952","FDI58","OUT027",1065.11726817213
"9953","FDR20","OUT013",116.801537301587
"9954","FDC51","OUT018",1065.11726817213
"9955","FDB16","OUT027",1065.11726817213
"9956","FDE40","OUT049",1065.11726817213
"9957","NCM17","OUT035",1065.11726817213
"9958","FDU56","OUT035",263.26925361552
"9959","FDS32","OUT019",2388.12603163539
"9960","FDX02","OUT049",2388.12603163539
"9961","FDT39","OUT027",2388.12603163539
"9962","FDE35","OUT017",2388.12603163539
"9963","NCI42","OUT019",2388.12603163539
"9964","DRL23","OUT046",2388.12603163539
"9965","FDA10","OUT046",3064.09172
"9966","FDA11","OUT013",263.26925361552
"9967","NCM06","OUT046",2388.12603163539
"9968","NCT05","OUT035",509.407597934869
"9969","NCQ02","OUT010",509.407597934869
"9970","NCY06","OUT049",509.407597934869
"9971","FDY56","OUT035",509.407597934869
"9972","FDL02","OUT035",509.407597934869
"9973","NCI06","OUT035",509.407597934869
"9974","FDQ14","OUT045",509.407597934869
"9975","FDQ12","OUT017",509.407597934869
"9976","FDP36","OUT046",116.801537301587
"9977","FDK21","OUT027",1065.11726817213
"9978","FDO40","OUT045",1065.11726817213
"9979","NCK54","OUT019",1065.11726817213
"9980","FDY09","OUT018",1065.11726817213
"9981","NCW30","OUT049",116.801537301587
"9982","NCC55","OUT027",1065.11726817213
"9983","FDE58","OUT018",1065.11726817213
"9984","FDR39","OUT013",1065.11726817213
"9985","FDU28","OUT049",1065.11726817213
"9986","FDH08","OUT017",1065.11726817213
"9987","FDG35","OUT045",1065.11726817213
"9988","FDG22","OUT049",1065.11726817213
"9989","FDC34","OUT035",1065.11726817213
"9990","FDP15","OUT018",1065.11726817213
"9991","FDK34","OUT010",1065.11726817213
"9992","FDU45","OUT035",1065.11726817213
"9993","FDQ04","OUT027",1065.11726817213
"9994","FDX22","OUT018",509.407597934869
"9995","FDB45","OUT017",116.801537301587
"9996","NCH43","OUT027",509.407597934869
"9997","DRE60","OUT046",509.407597934869
"9998","FDD17","OUT027",509.407597934869
"9999","NCM54","OUT017",509.407597934869
"10000","NCH55","OUT013",116.801537301587
"10001","NCT06","OUT017",509.407597934869
"10002","FDA48","OUT027",509.407597934869
"10003","FDY58","OUT027",509.407597934869
"10004","FDO25","OUT045",1666.82872917038
"10005","FDN50","OUT045",263.26925361552
"10006","FDH35","OUT035",1666.82872917038
"10007","FDK09","OUT045",1666.82872917038
"10008","FDO16","OUT013",1666.82872917038
"10009","FDW11","OUT045",1666.82872917038
"10010","FDU47","OUT027",1666.82872917038
"10011","NCQ42","OUT010",263.26925361552
"10012","FDK55","OUT027",3064.09172
"10013","FDN08","OUT049",1666.82872917038
"10014","FDT57","OUT045",3064.09172
"10015","FDJ12","OUT018",1666.82872917038
"10016","DRL59","OUT017",1666.82872917038
"10017","NCN53","OUT046",263.26925361552
"10018","FDO51","OUT010",1666.82872917038
"10019","FDK56","OUT017",263.26925361552
"10020","FDY12","OUT035",1666.82872917038
"10021","FDU15","OUT035",1666.82872917038
"10022","FDQ19","OUT046",1666.82872917038
"10023","DRF15","OUT045",1666.82872917038
"10024","DRE25","OUT019",2388.12603163539
"10025","FDK57","OUT018",2388.12603163539
"10026","FDD33","OUT010",2388.12603163539
"10027","FDR34","OUT027",2388.12603163539
"10028","FDU04","OUT045",2388.12603163539
"10029","FDE35","OUT019",263.26925361552
"10030","NCD31","OUT035",2388.12603163539
"10031","FDJ56","OUT035",2388.12603163539
"10032","NCU53","OUT046",3064.09172
"10033","FDD39","OUT035",1666.82872917038
"10034","NCU17","OUT019",1666.82872917038
"10035","FDJ20","OUT046",1666.82872917038
"10036","NCW41","OUT018",1666.82872917038
"10037","FDL52","OUT035",1666.82872917038
"10038","FDS39","OUT035",1666.82872917038
"10039","DRJ47","OUT045",3064.09172
"10040","FDP13","OUT010",263.26925361552
"10041","DRK39","OUT010",1666.82872917038
"10042","FDF28","OUT010",1666.82872917038
"10043","FDB09","OUT045",1666.82872917038
"10044","FDM51","OUT046",1666.82872917038
"10045","DRM49","OUT018",263.26925361552
"10046","DRF23","OUT013",1666.82872917038
"10047","DRH01","OUT035",1666.82872917038
"10048","FDH12","OUT027",3064.09172
"10049","FDA28","OUT019",1666.82872917038
"10050","FDW37","OUT018",1666.82872917038
"10051","FDF02","OUT046",509.407597934869
"10052","DRL37","OUT046",509.407597934869
"10053","NCF43","OUT046",116.801537301587
"10054","FDH08","OUT010",509.407597934869
"10055","FDR34","OUT019",509.407597934869
"10056","NCK19","OUT049",509.407597934869
"10057","NCD55","OUT018",509.407597934869
"10058","FDT27","OUT049",509.407597934869
"10059","FDQ57","OUT045",509.407597934869
"10060","FDA47","OUT035",1065.11726817213
"10061","DRG15","OUT027",116.801537301587
"10062","FDE05","OUT018",1065.11726817213
"10063","FDN46","OUT046",1065.11726817213
"10064","FDX27","OUT027",1065.11726817213
"10065","FDT51","OUT045",1065.11726817213
"10066","FDU33","OUT013",1065.11726817213
"10067","FDJ16","OUT027",1065.11726817213
"10068","FDD20","OUT019",116.801537301587
"10069","FDT36","OUT049",1065.11726817213
"10070","DRF15","OUT027",1065.11726817213
"10071","FDN52","OUT010",1065.11726817213
"10072","FDC22","OUT027",1065.11726817213
"10073","FDX15","OUT045",1065.11726817213
"10074","FDT13","OUT013",1065.11726817213
"10075","FDU04","OUT017",116.801537301587
"10076","FDU31","OUT019",1065.11726817213
"10077","FDW59","OUT027",1065.11726817213
"10078","NCO29","OUT046",1065.11726817213
"10079","FDL15","OUT035",1666.82872917038
"10080","FDI41","OUT049",1666.82872917038
"10081","FDQ48","OUT049",1666.82872917038
"10082","DRI39","OUT013",1666.82872917038
"10083","FDI08","OUT013",1666.82872917038
"10084","FDC21","OUT049",1666.82872917038
"10085","FDF58","OUT035",263.26925361552
"10086","FDS08","OUT010",3064.09172
"10087","FDE47","OUT045",1666.82872917038
"10088","NCP18","OUT019",263.26925361552
"10089","NCR41","OUT013",1666.82872917038
"10090","FDA27","OUT013",3064.09172
"10091","FDA43","OUT035",1666.82872917038
"10092","FDA49","OUT045",1666.82872917038
"10093","NCE55","OUT018",1666.82872917038
"10094","DRM49","OUT027",1666.82872917038
"10095","FDF22","OUT027",1666.82872917038
"10096","FDQ15","OUT018",1666.82872917038
"10097","NCS54","OUT017",263.26925361552
"10098","NCY05","OUT013",3064.09172
"10099","FDR45","OUT046",2388.12603163539
"10100","FDK57","OUT049",2388.12603163539
"10101","FDF41","OUT010",2388.12603163539
"10102","FDV21","OUT046",2388.12603163539
"10103","FDD51","OUT046",2388.12603163539
"10104","FDF33","OUT046",2388.12603163539
"10105","FDA38","OUT046",2388.12603163539
"10106","FDR56","OUT045",263.26925361552
"10107","NCN41","OUT017",3064.09172
"10108","FDC60","OUT027",1666.82872917038
"10109","FDB47","OUT045",1666.82872917038
"10110","DRH01","OUT013",1666.82872917038
"10111","FDW08","OUT046",1666.82872917038
"10112","FDF38","OUT027",1666.82872917038
"10113","FDY32","OUT017",1666.82872917038
"10114","FDG34","OUT049",1666.82872917038
"10115","FDG47","OUT019",2388.12603163539
"10116","NCF18","OUT035",2388.12603163539
"10117","FDL39","OUT019",2388.12603163539
"10118","NCH55","OUT035",263.26925361552
"10119","DRJ35","OUT049",3064.09172
"10120","FDS44","OUT035",2388.12603163539
"10121","DRE01","OUT018",2388.12603163539
"10122","FDY39","OUT013",2388.12603163539
"10123","FDY32","OUT018",2388.12603163539
"10124","FDR33","OUT027",3064.09172
"10125","NCP50","OUT049",1666.82872917038
"10126","FDZ47","OUT018",1666.82872917038
"10127","FDU57","OUT049",263.26925361552
"10128","FDY44","OUT013",263.26925361552
"10129","DRH59","OUT018",1666.82872917038
"10130","FDB03","OUT027",1666.82872917038
"10131","FDY46","OUT045",1666.82872917038
"10132","FDM39","OUT045",1666.82872917038
"10133","FDY36","OUT035",1666.82872917038
"10134","NCM55","OUT035",3064.09172
"10135","FDJ50","OUT010",1666.82872917038
"10136","DRL60","OUT013",1666.82872917038
"10137","NCJ54","OUT049",1666.82872917038
"10138","FDX59","OUT017",1666.82872917038
"10139","FDI07","OUT013",1666.82872917038
"10140","DRF51","OUT010",1666.82872917038
"10141","FDM14","OUT017",1666.82872917038
"10142","FDP21","OUT045",1065.11726817213
"10143","FDE40","OUT035",1065.11726817213
"10144","FDE05","OUT035",1065.11726817213
"10145","FDM13","OUT027",116.801537301587
"10146","FDC34","OUT027",1065.11726817213
"10147","NCI55","OUT018",1065.11726817213
"10148","NCE43","OUT018",1065.11726817213
"10149","FDW58","OUT018",1065.11726817213
"10150","FDG60","OUT045",1065.11726817213
"10151","FDV31","OUT017",1065.11726817213
"10152","FDR47","OUT013",1065.11726817213
"10153","FDM60","OUT019",1065.11726817213
"10154","NCF06","OUT018",1065.11726817213
"10155","NCN26","OUT027",1065.11726817213
"10156","FDQ59","OUT049",1065.11726817213
"10157","FDF09","OUT046",116.801537301587
"10158","NCS06","OUT017",1065.11726817213
"10159","FDT44","OUT046",1065.11726817213
"10160","FDI19","OUT017",1666.82872917038
"10161","FDT22","OUT017",1666.82872917038
"10162","NCF54","OUT027",1666.82872917038
"10163","DRG25","OUT045",1666.82872917038
"10164","FDB59","OUT017",3064.09172
"10165","FDQ37","OUT017",1666.82872917038
"10166","FDP56","OUT035",1666.82872917038
"10167","FDW44","OUT035",1666.82872917038
"10168","FDJ26","OUT010",1065.11726817213
"10169","FDU43","OUT018",1065.11726817213
"10170","FDW33","OUT045",116.801537301587
"10171","NCX53","OUT027",1065.11726817213
"10172","FDN56","OUT010",1065.11726817213
"10173","DRF15","OUT049",1065.11726817213
"10174","FDO33","OUT017",1065.11726817213
"10175","FDZ39","OUT010",1065.11726817213
"10176","NCJ19","OUT017",1065.11726817213
"10177","FDU01","OUT035",2388.12603163539
"10178","FDT12","OUT035",2388.12603163539
"10179","NCM18","OUT018",2388.12603163539
"10180","FDP19","OUT017",2388.12603163539
"10181","NCR42","OUT049",2388.12603163539
"10182","FDN10","OUT046",2388.12603163539
"10183","FDG44","OUT017",2388.12603163539
"10184","FDQ10","OUT046",3064.09172
"10185","DRH13","OUT049",509.407597934869
"10186","FDT52","OUT013",509.407597934869
"10187","FDM56","OUT045",509.407597934869
"10188","NCO43","OUT010",509.407597934869
"10189","NCV29","OUT035",116.801537301587
"10190","NCF06","OUT013",509.407597934869
"10191","FDO50","OUT035",509.407597934869
"10192","FDT59","OUT013",509.407597934869
"10193","FDX40","OUT027",509.407597934869
"10194","FDE50","OUT017",116.801537301587
"10195","FDX51","OUT017",509.407597934869
"10196","NCD30","OUT018",509.407597934869
"10197","FDK15","OUT013",116.801537301587
"10198","FDL12","OUT045",509.407597934869
"10199","FDK46","OUT017",509.407597934869
"10200","DRH49","OUT010",509.407597934869
"10201","FDQ57","OUT046",509.407597934869
"10202","FDY59","OUT017",509.407597934869
"10203","FDO09","OUT018",509.407597934869
"10204","NCG30","OUT035",1666.82872917038
"10205","FDM09","OUT017",1666.82872917038
"10206","NCN17","OUT027",1666.82872917038
"10207","NCS42","OUT013",1666.82872917038
"10208","FDD02","OUT019",1666.82872917038
"10209","FDE34","OUT013",1666.82872917038
"10210","FDU38","OUT045",3064.09172
"10211","FDB33","OUT046",263.26925361552
"10212","NCJ29","OUT017",1666.82872917038
"10213","FDZ27","OUT035",1666.82872917038
"10214","FDI40","OUT013",263.26925361552
"10215","FDG22","OUT013",1666.82872917038
"10216","FDT51","OUT017",3064.09172
"10217","FDF20","OUT018",1666.82872917038
"10218","FDV50","OUT035",1666.82872917038
"10219","FDT02","OUT049",263.26925361552
"10220","DRC49","OUT017",1666.82872917038
"10221","FDF26","OUT049",1666.82872917038
"10222","FDV52","OUT035",1666.82872917038
"10223","FDX59","OUT049",1666.82872917038
"10224","FDV25","OUT035",263.26925361552
"10225","FDW23","OUT027",3064.09172
"10226","FDE53","OUT018",263.26925361552
"10227","FDA19","OUT017",1666.82872917038
"10228","FDH22","OUT046",1666.82872917038
"10229","NCO41","OUT013",1666.82872917038
"10230","FDX12","OUT017",1666.82872917038
"10231","FDF17","OUT013",1666.82872917038
"10232","FDS11","OUT045",1666.82872917038
"10233","FDR51","OUT035",509.407597934869
"10234","FDT49","OUT010",509.407597934869
"10235","FDC56","OUT013",509.407597934869
"10236","FDR13","OUT027",509.407597934869
"10237","FDQ60","OUT035",509.407597934869
"10238","FDN38","OUT049",509.407597934869
"10239","NCL29","OUT013",509.407597934869
"10240","FDO13","OUT027",116.801537301587
"10241","FDE26","OUT018",509.407597934869
"10242","FDA31","OUT010",1666.82872917038
"10243","FDX14","OUT035",1666.82872917038
"10244","FDA34","OUT045",1666.82872917038
"10245","FDF26","OUT013",3064.09172
"10246","FDE38","OUT045",1666.82872917038
"10247","DRI11","OUT046",1666.82872917038
"10248","FDQ60","OUT027",1666.82872917038
"10249","FDL21","OUT027",1666.82872917038
"10250","DRC12","OUT027",2388.12603163539
"10251","FDC47","OUT046",2388.12603163539
"10252","FDE57","OUT045",2388.12603163539
"10253","FDT14","OUT045",2388.12603163539
"10254","NCZ53","OUT046",263.26925361552
"10255","FDE28","OUT018",2388.12603163539
"10256","FDR19","OUT035",2388.12603163539
"10257","NCF54","OUT019",3064.09172
"10258","FDZ08","OUT046",2388.12603163539
"10259","NCJ05","OUT018",3064.09172
"10260","FDF59","OUT046",2388.12603163539
"10261","NCO05","OUT035",2388.12603163539
"10262","FDW24","OUT018",263.26925361552
"10263","NCX42","OUT018",263.26925361552
"10264","NCA53","OUT035",2388.12603163539
"10265","FDI45","OUT019",2388.12603163539
"10266","FDG46","OUT046",2388.12603163539
"10267","FDM20","OUT010",2388.12603163539
"10268","FDW11","OUT010",2388.12603163539
"10269","FDX08","OUT035",509.407597934869
"10270","NCK17","OUT035",509.407597934869
"10271","FDK32","OUT018",509.407597934869
"10272","NCA42","OUT035",116.801537301587
"10273","DRI01","OUT035",1065.11726817213
"10274","NCL55","OUT049",1065.11726817213
"10275","DRE25","OUT018",509.407597934869
"10276","FDD14","OUT017",1065.11726817213
"10277","FDB10","OUT046",1065.11726817213
"10278","DRN11","OUT035",1666.82872917038
"10279","FDP38","OUT018",1666.82872917038
"10280","NCA30","OUT017",3064.09172
"10281","FDT15","OUT017",1666.82872917038
"10282","NCP55","OUT018",1666.82872917038
"10283","FDF12","OUT035",1666.82872917038
"10284","FDM21","OUT018",1666.82872917038
"10285","FDX56","OUT035",1666.82872917038
"10286","FDF10","OUT017",1666.82872917038
"10287","FDT32","OUT045",263.26925361552
"10288","FDM51","OUT018",1666.82872917038
"10289","NCR50","OUT018",1666.82872917038
"10290","FDI19","OUT049",1666.82872917038
"10291","FDX21","OUT017",3064.09172
"10292","FDR31","OUT035",1666.82872917038
"10293","FDY02","OUT013",1666.82872917038
"10294","NCA29","OUT045",1666.82872917038
"10295","NCX17","OUT046",2388.12603163539
"10296","FDM12","OUT045",2388.12603163539
"10297","FDI53","OUT027",2388.12603163539
"10298","NCU30","OUT049",2388.12603163539
"10299","FDC56","OUT027",2388.12603163539
"10300","FDK27","OUT018",2388.12603163539
"10301","NCK18","OUT017",263.26925361552
"10302","FDB52","OUT019",2388.12603163539
"10303","DRG25","OUT027",3064.09172
"10304","FDZ13","OUT049",2388.12603163539
"10305","FDB57","OUT019",2388.12603163539
"10306","FDR40","OUT046",263.26925361552
"10307","NCO14","OUT019",2388.12603163539
"10308","NCN19","OUT045",2388.12603163539
"10309","FDQ28","OUT019",2388.12603163539
"10310","FDO13","OUT018",3064.09172
"10311","FDK48","OUT013",2388.12603163539
"10312","FDU07","OUT018",2388.12603163539
"10313","FDW20","OUT046",1065.11726817213
"10314","FDV12","OUT010",1065.11726817213
"10315","FDH24","OUT013",1065.11726817213
"10316","FDV59","OUT049",1065.11726817213
"10317","FDK57","OUT045",116.801537301587
"10318","FDL16","OUT027",1065.11726817213
"10319","NCQ17","OUT046",1065.11726817213
"10320","FDJ15","OUT018",1065.11726817213
"10321","FDX24","OUT049",1065.11726817213
"10322","FDT47","OUT046",116.801537301587
"10323","FDT10","OUT049",2388.12603163539
"10324","FDZ37","OUT018",2388.12603163539
"10325","FDW43","OUT027",2388.12603163539
"10326","DRN36","OUT017",2388.12603163539
"10327","FDJ14","OUT045",3064.09172
"10328","FDA32","OUT013",263.26925361552
"10329","FDJ38","OUT019",263.26925361552
"10330","FDQ57","OUT017",2388.12603163539
"10331","NCQ41","OUT019",2388.12603163539
"10332","FDG56","OUT049",2388.12603163539
"10333","DRC13","OUT027",1065.11726817213
"10334","FDV55","OUT035",1065.11726817213
"10335","FDQ49","OUT045",116.801537301587
"10336","FDE29","OUT010",1065.11726817213
"10337","FDR03","OUT013",1065.11726817213
"10338","FDD45","OUT049",1065.11726817213
"10339","FDN38","OUT010",1065.11726817213
"10340","FDT56","OUT046",1065.11726817213
"10341","FDT48","OUT045",1065.11726817213
"10342","FDU03","OUT049",1065.11726817213
"10343","FDC56","OUT010",116.801537301587
"10344","NCO43","OUT027",1065.11726817213
"10345","FDQ27","OUT017",1065.11726817213
"10346","FDR03","OUT046",1065.11726817213
"10347","DRH23","OUT010",116.801537301587
"10348","FDG22","OUT045",1065.11726817213
"10349","NCJ42","OUT013",1065.11726817213
"10350","FDR24","OUT046",1065.11726817213
"10351","FDW60","OUT035",1065.11726817213
"10352","FDJ08","OUT013",1666.82872917038
"10353","DRL59","OUT018",1666.82872917038
"10354","FDG60","OUT010",1666.82872917038
"10355","FDW27","OUT017",1666.82872917038
"10356","FDX14","OUT018",1666.82872917038
"10357","FDC20","OUT013",1666.82872917038
"10358","NCS29","OUT018",3064.09172
"10359","FDJ56","OUT046",1666.82872917038
"10360","FDB20","OUT019",263.26925361552
"10361","FDL28","OUT027",1666.82872917038
"10362","FDW01","OUT018",1666.82872917038
"10363","FDL03","OUT046",1666.82872917038
"10364","FDX22","OUT049",1666.82872917038
"10365","FDJ21","OUT035",3064.09172
"10366","FDR31","OUT045",1666.82872917038
"10367","FDG21","OUT035",1666.82872917038
"10368","FDS22","OUT027",263.26925361552
"10369","FDK08","OUT035",1666.82872917038
"10370","FDE17","OUT018",1065.11726817213
"10371","NCN30","OUT017",1065.11726817213
"10372","FDT50","OUT046",1065.11726817213
"10373","NCX42","OUT049",1065.11726817213
"10374","FDJ12","OUT035",1065.11726817213
"10375","NCA18","OUT027",1065.11726817213
"10376","FDP23","OUT019",1065.11726817213
"10377","FDX12","OUT013",116.801537301587
"10378","FDN40","OUT018",1065.11726817213
"10379","FDV48","OUT035",1065.11726817213
"10380","NCY54","OUT013",1065.11726817213
"10381","FDL16","OUT010",1065.11726817213
"10382","FDR45","OUT018",1065.11726817213
"10383","FDJ52","OUT046",1065.11726817213
"10384","DRG01","OUT017",1065.11726817213
"10385","FDP52","OUT013",1065.11726817213
"10386","FDU58","OUT017",116.801537301587
"10387","FDL02","OUT045",1065.11726817213
"10388","FDG28","OUT013",2388.12603163539
"10389","FDA19","OUT035",2388.12603163539
"10390","FDW46","OUT027",2388.12603163539
"10391","NCD43","OUT049",3064.09172
"10392","DRG39","OUT013",2388.12603163539
"10393","NCF55","OUT049",2388.12603163539
"10394","FDJ07","OUT046",2388.12603163539
"10395","FDE08","OUT046",2388.12603163539
"10396","FDP56","OUT019",263.26925361552
"10397","FDT45","OUT045",263.26925361552
"10398","FDF17","OUT018",1666.82872917038
"10399","FDX44","OUT046",1666.82872917038
"10400","FDM28","OUT027",1666.82872917038
"10401","FDI36","OUT049",1666.82872917038
"10402","FDS07","OUT045",1666.82872917038
"10403","FDD36","OUT045",1666.82872917038
"10404","FDW11","OUT046",263.26925361552
"10405","FDN40","OUT049",3064.09172
"10406","NCQ18","OUT049",263.26925361552
"10407","NCQ54","OUT017",1666.82872917038
"10408","NCS42","OUT045",1666.82872917038
"10409","DRH39","OUT010",1666.82872917038
"10410","FDC09","OUT027",1666.82872917038
"10411","FDT08","OUT010",1666.82872917038
"10412","FDC08","OUT035",3064.09172
"10413","FDT20","OUT017",1666.82872917038
"10414","FDS35","OUT035",1666.82872917038
"10415","FDX58","OUT018",1666.82872917038
"10416","FDW58","OUT046",1065.11726817213
"10417","DRD27","OUT046",1065.11726817213
"10418","FDH32","OUT019",1065.11726817213
"10419","FDS26","OUT035",1065.11726817213
"10420","FDQ31","OUT046",1065.11726817213
"10421","FDP11","OUT018",1065.11726817213
"10422","FDD58","OUT017",1065.11726817213
"10423","FDM33","OUT045",1065.11726817213
"10424","FDZ16","OUT049",2388.12603163539
"10425","NCS29","OUT010",2388.12603163539
"10426","NCM18","OUT019",2388.12603163539
"10427","FDP11","OUT049",2388.12603163539
"10428","NCC42","OUT017",2388.12603163539
"10429","DRM23","OUT046",2388.12603163539
"10430","NCN55","OUT027",2388.12603163539
"10431","FDK46","OUT013",263.26925361552
"10432","FDR01","OUT046",263.26925361552
"10433","NCA05","OUT045",3064.09172
"10434","NCP43","OUT017",2388.12603163539
"10435","FDR12","OUT010",2388.12603163539
"10436","FDQ01","OUT013",263.26925361552
"10437","FDM13","OUT046",2388.12603163539
"10438","FDQ19","OUT017",2388.12603163539
"10439","FDK56","OUT019",263.26925361552
"10440","NCX06","OUT010",2388.12603163539
"10441","FDO56","OUT027",2388.12603163539
"10442","FDU45","OUT045",2388.12603163539
"10443","FDI16","OUT019",3064.09172
"10444","FDL32","OUT046",1065.11726817213
"10445","FDA07","OUT046",1065.11726817213
"10446","FDA14","OUT045",1065.11726817213
"10447","FDV46","OUT027",1065.11726817213
"10448","NCO07","OUT035",1065.11726817213
"10449","NCP41","OUT046",116.801537301587
"10450","FDY60","OUT018",1065.11726817213
"10451","FDN38","OUT017",1065.11726817213
"10452","FDO15","OUT046",1065.11726817213
"10453","FDT60","OUT013",509.407597934869
"10454","FDA55","OUT035",509.407597934869
"10455","FDE02","OUT010",509.407597934869
"10456","DRJ39","OUT049",509.407597934869
"10457","FDV34","OUT035",509.407597934869
"10458","FDS20","OUT027",509.407597934869
"10459","FDF02","OUT027",116.801537301587
"10460","FDW40","OUT017",116.801537301587
"10461","NCB43","OUT046",509.407597934869
"10462","FDR58","OUT017",509.407597934869
"10463","DRJ59","OUT035",2388.12603163539
"10464","NCD30","OUT017",263.26925361552
"10465","FDE14","OUT017",2388.12603163539
"10466","FDC28","OUT018",2388.12603163539
"10467","FDU16","OUT018",2388.12603163539
"10468","NCD19","OUT035",2388.12603163539
"10469","FDU21","OUT046",2388.12603163539
"10470","FDV59","OUT027",2388.12603163539
"10471","FDU03","OUT045",3064.09172
"10472","FDC33","OUT010",509.407597934869
"10473","NCR42","OUT035",509.407597934869
"10474","DRH59","OUT035",116.801537301587
"10475","NCM31","OUT035",509.407597934869
"10476","FDS50","OUT035",509.407597934869
"10477","FDP39","OUT046",509.407597934869
"10478","FDQ55","OUT013",509.407597934869
"10479","FDV36","OUT019",509.407597934869
"10480","FDI05","OUT027",509.407597934869
"10481","FDS45","OUT027",116.801537301587
"10482","FDA39","OUT045",1666.82872917038
"10483","FDC37","OUT010",1666.82872917038
"10484","FDJ60","OUT027",1666.82872917038
"10485","DRQ35","OUT046",1666.82872917038
"10486","NCJ06","OUT046",263.26925361552
"10487","NCY42","OUT018",1666.82872917038
"10488","DRM37","OUT049",1666.82872917038
"10489","FDR14","OUT045",263.26925361552
"10490","FDE51","OUT049",1666.82872917038
"10491","FDT33","OUT017",3064.09172
"10492","FDR08","OUT013",1065.11726817213
"10493","FDE36","OUT010",1065.11726817213
"10494","FDL22","OUT019",1065.11726817213
"10495","FDR44","OUT013",1065.11726817213
"10496","FDI56","OUT019",1065.11726817213
"10497","FDE47","OUT010",1065.11726817213
"10498","FDV27","OUT010",1065.11726817213
"10499","FDV10","OUT049",1065.11726817213
"10500","FDC40","OUT045",116.801537301587
"10501","NCX41","OUT013",263.26925361552
"10502","NCQ38","OUT027",1666.82872917038
"10503","FDV12","OUT027",1666.82872917038
"10504","FDE52","OUT017",3064.09172
"10505","FDG20","OUT027",1666.82872917038
"10506","FDV16","OUT027",1666.82872917038
"10507","FDI32","OUT017",1666.82872917038
"10508","FDJ32","OUT049",1666.82872917038
"10509","FDN39","OUT018",1666.82872917038
"10510","FDY34","OUT017",509.407597934869
"10511","FDC14","OUT035",509.407597934869
"10512","FDA55","OUT017",509.407597934869
"10513","FDZ50","OUT010",509.407597934869
"10514","DRG13","OUT049",116.801537301587
"10515","FDP01","OUT013",116.801537301587
"10516","NCG54","OUT017",509.407597934869
"10517","FDM13","OUT045",509.407597934869
"10518","NCO18","OUT027",509.407597934869
"10519","NCW41","OUT013",509.407597934869
"10520","FDM52","OUT027",3064.09172
"10521","NCF55","OUT035",263.26925361552
"10522","FDT09","OUT046",1666.82872917038
"10523","NCM19","OUT035",1666.82872917038
"10524","FDW12","OUT018",1666.82872917038
"10525","FDP15","OUT019",263.26925361552
"10526","FDK36","OUT045",1666.82872917038
"10527","FDZ25","OUT035",1666.82872917038
"10528","NCW06","OUT049",1666.82872917038
"10529","FDW60","OUT046",1666.82872917038
"10530","DRC49","OUT013",1666.82872917038
"10531","NCT17","OUT035",1666.82872917038
"10532","NCN06","OUT018",3064.09172
"10533","FDC45","OUT013",263.26925361552
"10534","DRJ47","OUT019",1666.82872917038
"10535","NCF06","OUT045",1666.82872917038
"10536","FDE21","OUT010",263.26925361552
"10537","DRG27","OUT013",1666.82872917038
"10538","FDW40","OUT049",1666.82872917038
"10539","NCO53","OUT046",1666.82872917038
"10540","FDE23","OUT049",2388.12603163539
"10541","FDQ16","OUT046",2388.12603163539
"10542","FDS26","OUT045",2388.12603163539
"10543","FDZ13","OUT010",2388.12603163539
"10544","FDS14","OUT049",2388.12603163539
"10545","FDC10","OUT045",3064.09172
"10546","FDY16","OUT049",2388.12603163539
"10547","FDJ20","OUT035",1065.11726817213
"10548","FDV43","OUT035",1065.11726817213
"10549","FDZ32","OUT027",1065.11726817213
"10550","FDR23","OUT046",1065.11726817213
"10551","FDN24","OUT035",1065.11726817213
"10552","FDE34","OUT027",1065.11726817213
"10553","FDU31","OUT013",1065.11726817213
"10554","FDW33","OUT018",1065.11726817213
"10555","FDU26","OUT046",116.801537301587
"10556","FDE20","OUT027",116.801537301587
"10557","NCW05","OUT035",263.26925361552
"10558","FDB22","OUT018",1666.82872917038
"10559","FDO56","OUT046",1666.82872917038
"10560","FDA19","OUT027",1666.82872917038
"10561","DRI39","OUT045",1666.82872917038
"10562","FDH52","OUT018",1666.82872917038
"10563","FDZ50","OUT035",1666.82872917038
"10564","NCN42","OUT035",3064.09172
"10565","FDB53","OUT013",1666.82872917038
"10566","DRG11","OUT017",1666.82872917038
"10567","DRK11","OUT027",3064.09172
"10568","FDQ60","OUT017",1666.82872917038
"10569","FDT36","OUT017",1666.82872917038
"10570","DRG25","OUT018",1666.82872917038
"10571","DRJ23","OUT046",263.26925361552
"10572","FDG05","OUT035",1666.82872917038
"10573","NCK06","OUT018",1666.82872917038
"10574","FDU52","OUT017",1666.82872917038
"10575","FDW07","OUT018",2388.12603163539
"10576","NCM17","OUT045",2388.12603163539
